id,coaster_name,Location,Continent,Country
98AZ86,Lego Technic Test Track,Legoland Florida,North America,United States
26CV55,Lego Technic Test Track,Legoland Malaysia,Asia,Malaysia
50AA86,Leviathan ,Canada's Wonderland,North America,Canada
48AM86,Leviathan ,Sea World,North America,United States
19LE70,Lightnin' Loops,Six Flags Great Adventure,North America,United States
91SA42,Lightning ,Kuwait Entertainment City,Asia,Kuwait
19EJ89,Lightning ,Revere Beach,North America,United States
37TL92,Lightning Bolt ,MGM Grand Adventures Theme Park,North America,United States
92AA85,Lightning Racer,Hersheypark,North America,United States
69HT82,Lightning Rod ,Dollywood,North America,United States
63YL79,Lightning Run,Kentucky Kingdom,North America,United States
67LL14,Lil' Devil Coaster,Six Flags Great Adventure,North America,United States
24FE14,Lil' Thunder,Six Flags Great Adventure,North America,United States
85QU64,Limit ,Heide Park,Europe,Germany
46KD50,Linnunrata,Linnanmäki,Europe,Finland
65JZ42,Lisebergbanan,Liseberg,Europe,Sweden
27DD80,Little Dipper ,Camden Park,North America,United States
46BI62,Little Dipper ,Conneaut Lake Park,North America,United States
43UL98,Little Dipper ,Memphis Kiddie Park,North America,United States
46YU77,Little Dipper ,Six Flags Great America,North America,United States
18YC10,Loch Ness Monster ,Busch Gardens Williamsburg,North America,United States
62YF29,Loop the Loop ,Coney Island,North America,United States
75LD16,Loop the Loop ,Olentangy Park,North America,United States
58RT54,Loop the Loop ,Young's Pier,North America,United States
15WU46,Looping Star ,Clacton Pier,Europe,United Kingdom
63NN80,Looping Star ,Nagashima Spa Land,Asia,Japan
78UT75,Lost Coaster of Superstition Mountain,Indiana Beach,North America,United States
32EC35,Lost Gravity ,Walibi Holland,Europe,Netherlands
31BN20,Mad Cobra ,"Suzuka, Mie Prefecture, Japan",Asia,Japan
63CY25,Mad Mouse ,Michigan's Adventure,North America,United States
97MB76,Mad Mouse ,Myrtle Beach Pavilion,North America,United States
26JW62,Mad Mouse ,Valleyfair,North America,United States
99IT50,Magic Flyer ,Six Flags Magic Mountain,North America,United States
99TO37,Magnum XL-200,Cedar Point,North America,United States
39VV99,Mako ,SeaWorld Orlando,North America,United States
26QW97,Mamba ,Worlds of Fun,North America,United States
65AU73,Mammut ,Gardaland,Europe,Italy
75WN27,Manta ,SeaWorld Orlando,North America,United States
67SZ18,Manta ,SeaWorld San Diego,North America,United States
35LK43,Matterhorn Bobsleds,Disneyland,North America,United States
72RH27,Maverick ,Cedar Point,North America,United States
95OU68,Max & Moritz ,Efteling,Europe,Netherlands
99MD52,Maxx Force,Six Flags Great America,North America,United States
39NM76,Medusa ,Six Flags Discovery Kingdom,North America,United States
36YS98,Medusa Steel Coaster,Six Flags Mexico,North America,Mexico
33MG51,Mega Zeph,Six Flags New Orleans,North America,United States
44CZ25,Megafobia,Oakwood Theme Park,Europe,United Kingdom
86IG89,Merlin's Mayhem,Dutch Wonderland,North America,United States
89PE26,Mick Doohan's Motocoaster,Dreamworld,Oceania,Australia
93UA99,Mighty Canadian Minebuster,Canada's Wonderland,North America,Canada
82MP38,Mild Thing,Valleyfair,North America,United States
25BZ75,Millennium Force,Cedar Point,North America,United States
24AU16,Millennium Roller Coaster,Fantasy Island,Europe,United Kingdom
45OV94,Mindbender ,Galaxyland,North America,Canada
32ZH99,Mine Blower,Fun Spot America (Kissimmee),North America,United States
51SD15,Mini Mine Train ,Six Flags Over Texas,North America,United States
20VZ49,Mini-Comet,Hersheypark,North America,United States
64FZ81,Momonga Standing and Loop Coaster,Yomiuriland,Asia,Japan
86VJ46,Monster ,Gröna Lund,Europe,Sweden
12XE41,MontaÃ±a Suiza,Monte Igueldo Amusement Park,Europe,Spain
71OU34,Montaña Rusa,Parque de Café,South America,Columbia
29WP61,Montaña Rusa ,La Feria Chapultepec Magico,North America,Mexico
15YJ64,Monte Makaya,Terra Encantada,South America,Brazil
85PG27,Montezooma's Revenge,Knott's Berry Farm,North America,United States
45IP27,Montezum,Hopi Hari,South America,Brazil
57CH17,Montu ,Busch Gardens Tampa Bay,North America,United States
88VS27,Moonsault Scramble,Fuji-Q Highland,Asia,Japan
57EM52,Moto Coaster ,Six Flags Darien Lake,North America,United States
26HW87,MP Xpress,Movie Park Germany,Europe,Germany
27BB75,Mr. Freeze ,Six Flags Over Texas,North America,United States
93NU83,Mulholland Madness,Disney California Adventure,North America,United States
38GW35,Mumbo Jumbo ,Flamingo Land Resort,Europe,United Kingdom
70DD10,Muntanya Russa ,Tibidabo Amusement Park,Europe,Spain
42TI24,Muskrat Scrambler,Six Flags New Orleans,North America,United States
82FR88,Mystery Mine,Dollywood,North America,United States
19NV38,Mystic ,Walibi Rhône-Alpes,Europe,France
54AR44,Mystic Timbers,Kings Island,North America,United States
48QK80,Nemesis ,Alton Towers,Europe,United Kingdom
72OV65,Nemesis Inferno,Thorpe Park,Europe,United Kingdom
27EM99,New Mexico Rattler,Cliff's Amusement Park,North America,United States
12MG80,New Texas Giant,Six Flags Over Texas,North America,United States
41GN20,Nickelodeon Slime Streak,Nickelodeon Universe,North America,United States
55VX30,Nickelodeon Streak,Blackpool Pleasure Beach,Europe,United Kingdom
58NI28,Nighthawk ,Carowinds,North America,United States
98BW40,Nightmare at Crack Axle Canyon,Six Flags Great America,North America,United States
69IT39,Ninja ,Six Flags Magic Mountain,North America,United States
56XP39,Ninja ,Six Flags St. Louis,North America,United States
15NG20,Nitro ,Imagicaa,Asia,India
15EG84,Nitro ,Six Flags Great Adventure,North America,United States
44PD15,Objectif Mars,Futuroscope,Europe,France
65NF83,Oblivion ,Alton Towers,Europe,United Kingdom
77PF68,Oblivion: The Black Hole,Gardaland,Europe,Italy
34ZT50,Octonauts Rollercoaster Adventure,Alton Towers,Europe,United Kingdom
54AU74,Olympia Looping,Oktoberfest,Europe,Germany
43TP13,Orient Express ,Worlds of Fun,North America,United States
21NQ91,Orion ,Kings Island,North America,United States
98RX80,Orkanen,FÃ¥rup Sommarland,Europe,Denmark
64HD64,Outlaw ,Adventureland (Iowa),North America,United States
29AO57,Outlaw Run,Silver Dollar City,North America,United States
39TX36,Ozark Wildcat,Celebration City,North America,United States
50BF51,OzIris,Parc Astérix,Europe,France
17EE98,Pandemonium ,Six Flags Fiesta Texas,North America,United States
10JG54,Pandemonium ,Six Flags New England,North America,United States
90IM47,Pandemonium ,Six Flags Over Georgia,North America,United States
50HZ93,Panic Coaster – Back Daaan,Tokyo Dome City Attractions,Asia,Japan
48QQ74,Pantheon ,Busch Gardens Williamsburg,North America,United States
89KG83,Parrot Coaster,Chime-Long Ocean Kingdom,Asia,China
31BN54,Patriot ,California's Great America,North America,United States
59VI16,Patriot ,Worlds of Fun,North America,United States
66OV65,Pégase Express,Parc Astérix,Europe,France
42BS21,Pegasus ,Efteling,Europe,Netherlands
35QF14,Pegasus ,Mt. Olympus Water & Theme Park,North America,United States
12LD84,Pepsi Orange Streak,Nickelodeon Universe,North America,United States
82HJ20,Phaethon ,Gyeongju World,Asia,South Korea
90BX68,Phantom's Revenge,Kennywood,North America,United States
51JN80,Phoenix ,Knoebels Amusement Resort,North America,United States
31UW18,Pikajuna,Linnanmäki,Europe,Finland
26JT44,Pipeline Express,Boardwalk Fun Park,North America,United States
77UC58,Pippin ,Kennywood,North America,United States
86UQ20,Pitts Special ,PowerPark,Europe,Finland
30CY60,Polar X-plorer,Legoland Billund,Europe,Denmark
88NR96,Poltergeist ,Six Flags Fiesta Texas,North America,United States
23NM47,Pony Express ,Knott's Berry Farm,North America,United States
53UM98,Possessed ,Dorney Park & Wildwater Kingdom,North America,United States
49VC49,Possessed ,Michigan's Adventure,North America,United States
10UH87,Powder Keg: A Blast into the Wilderness,Silver Dollar City,North America,United States
87TU62,Predator ,Six Flags Darien Lake,North America,United States
89PA40,Primeval Whirl,Disney's Animal Kingdom,North America,United States
73IX40,Prowler ,Worlds of Fun,North America,United States
52RE22,Psyclone ,Six Flags Magic Mountain,North America,United States
95JZ50,Pteranodon Flyers,Universal Studios Florida,North America,United States
68ME34,Pulsar ,Walibi Belgium,Europe,Belgium
65CL96,Puss in Boots' Giant Journey,Universal Studios Singapore,Asia,Singapore
84YH57,Pyrenees ,Parque Espana-Shima Spain Village,Europe,Spain
86UQ98,Python ,Busch Gardens Tampa Bay,North America,United States
81DS55,Python ,Coney Island,North America,United States
63WO42,Python ,Efteling,Europe,Netherlands
89AL83,Racer ,Kennywood,North America,United States
16LK44,Racer ,Kennywood,North America,United States
28PI35,Racer 75,Kings Dominion,North America,United States
71YH82,Racing Coaster,Euclid Beach Park,North America,United States
29UX77,Rage ,Adventure Island,North America,United States
83CJ37,Ragin' Cajun ,Six Flags America,North America,United States
35FF11,Ragin' Cajun ,Six Flags Great America,North America,United States
77HR98,Raging Bull ,Six Flags Great America,North America,United States
66QT27,Raging Spirits,Tokyo DisneySea,Asia,Japan
54SL96,Raging Wolf Bobs,Geauga Lake,North America,United States
14BA54,Raik,Phantasialand,Europe,Germany
93SV58,RailBlazer,California's Great America,North America,United States
66BX64,Rampage ,Alabama Splash Adventure,North America,United States
78OR19,Raptor ,Cedar Point,North America,United States
70JW70,Raptor ,Gardaland,Europe,Italy
35UI73,Raptor Attack,Lightwater Valley,Europe,United Kingdom
96MN92,Rattlesnake ,Chessington World of Adventures,Europe,United Kingdom
76IU55,Ravine Flyer II,Waldameer Park,North America,United States
10VR49,Ravine Flyer III,Waldameer Park,North America,United States
99EC23,RC Racer,Disneyland Park (Paris),Europe,France
17RC38,RC Racer,Hong Kong Disneyland,Asia,China
64YO85,RC Racer,Walt Disney Studios Park,Europe,France
67AW45,RC-48,Morey's Piers,North America,United States
30RU52,Recoil ,Wonderla Hyderabad,Asia,India
16AL54,Red Force ,Ferrari Land,Europe,Spain
99OQ70,Renegade ,Valleyfair,North America,United States
10SK62,Revenge of the Mummy,Universal Studios Florida,North America,United States
97SN93,Revenge of the Mummy,Universal Studios Hollywood,North America,United States
16FD52,Revolution ,Blackpool Pleasure Beach,Europe,United Kingdom
34NC67,Rewind Racers,Adventure City,North America,United States
61YH60,Ricochet ,Carowinds,North America,United States
15LP99,Ring Racer,Nuerburgring,Europe,Germany
70KG25,Rita ,Alton Towers,Europe,United Kingdom
30YW64,River King Mine Train,Six Flags St. Louis,North America,United States
26WK15,Road Runner Express ,Six Flags Discovery Kingdom,North America,United States
85CY68,Road Runner Express ,Six Flags Fiesta Texas,North America,United States
54OV42,Road Runner Express ,Six Flags Kentucky Kingdom,North America,United States
26QA87,Road Runner Express ,Six Flags Magic Mountain,North America,United States
18BD56,Road Runner Express ,Six Flags New Orleans,North America,United States
91WL77,Road Runner Rollercoaster,Warner Bros. Movie World,Oceania,Australia
60OY60,Roar ,Six Flags America,North America,United States
20HB71,Roar ,Six Flags Discovery Kingdom,North America,United States
59UE55,Roar-o-Saurus,Story Land,North America,United States
78IT80,Rock n' Roller Coaster ,Opryland USA,North America,United States
37EA73,Rock 'n' Roller Coaster Starring Aerosmith,Disneyland Park (Paris),Europe,France
42LM55,Rock 'n' Roller Coaster Starring Aerosmith,Disney's Hollywood Studios,North America,United States
21WT88,Rockin' Roller,Six Flags St. Louis,North America,United States
25VA96,Roller Coaster,Dai Nam Van Hien,Asia,Vietnam
25UA65,Roller Coaster ,Dam Sen Cultural Park,Asia,Vietnam
78GI48,Roller Coaster ,Great Yarmouth Pleasure Beach,Europe,United Kingdom
91SR58,Roller Coaster ,Lagoon Amusement Park,North America,United States
62YC65,Roller Coaster ,Papea Parc,Europe,France
95EO71,Roller Coaster ,Suoi Tien Amusement Park,Asia,Vietnam
96KK49,Roller Skater ,Kentucky Kingdom,North America,United States
66DZ35,Roller Soaker,Hersheypark,North America,United States
41JI46,Rollie's Coaster,Morey's Piers,North America,United States
43XI20,Rolling Thunder ,Six Flags Great America,North America,United States
58YW80,Rollo Coaster,Idlewild and Soak Zone,North America,United States
87VZ56,Rougarou ,Cedar Point,North America,United States
29BX59,Rougarou ,Cedar Point,North America,United States
81QL79,Round About ,"Hard Rock Park, Mytle Beach",North America,United States
79VC93,Rugrats Runaway Reptar ,Dreamworld,Oceania,Australia
92WA53,Runaway Mine Train ,Alton Towers,Europe,United Kingdom
79VP53,Runaway Mine Train ,"Jackson, New Jersey, United States",North America,United States
61CN55,Runaway Mine Train ,Six Flags Over Texas,North America,United States
70VR27,Runaway Mountain,"Arlington, Texas, U.S.",North America,United States
49NU16,Runaway Train ,Chessington World of Adventures,Europe,United Kingdom
15FS54,Runaway Tram,Morey's Piers,North America,United States
75XM52,Salama ,Linnanmäki,Europe,Finland
28WA74,Sand Serpent,Busch Gardens Tampa Bay,North America,United States
47OW93,Sandy's Blasting Bronco,Nickelodeon Universe,North America,United States
74MR56,Santa Monica West Coaster,Pacific Park,North America,United States
71NC66,Saw â€“ The Ride,Thorpe Park,Europe,United Kingdom
94CT29,Scenic Railway ,Dreamland Margate,Europe,United Kingdom
56HZ73,Scenic Railway ,Euclid Beach Park,North America,United States
83HV45,Schussboomer,Worlds of Fun,North America,United States
54DI88,Schweizer Bobbahn,Heide Park,Europe,Germany
27NP51,Scooby-Doo ,Carowinds,North America,United States
21ZM92,Scooby-Doo ,Kings Dominion,North America,United States
94RC96,Scooby-Doo ,Kings Island,North America,United States
33TU78,Scooby-Doo Spooky Coaster,Warner Bros. Movie World,Oceania,Australia
17PN70,Scooby's Ghoster Coaster,Kings Island,North America,United States
57RI51,Scorpion ,Busch Gardens Tampa Bay,North America,United States
47VO90,Scorpion Express,Chessington World of Adventures,Europe,United Kingdom
99ZA83,Scream ,Six Flags Magic Mountain,North America,United States
28UM32,Screamin' Demon,Carowinds,North America,United States
93LM69,Screamin' Eagle,Six Flags St. Louis,North America,United States
23CU51,Sea Dragon ,Rides At Adventure Cove,North America,United States
32RP77,Sea Serpent ,Morey's Piers,North America,United States
91GT31,Sea Viper ,Sea World,North America,United States
45EX54,Sequoia Adventure,Gardaland,Europe,Italy
14BS28,Serpent ,Six Flags AstroWorld,North America,United States
39KK56,Sesquicentennial Cyclone,Sesquicentennial Exposition,North America,United States
40MO37,Seven Dwarfs Mine Train,Magic Kingdom,North America,United States
35KE56,Seven Dwarfs Mine Train,Shanghai Disneyland,Asia,China
87WL35,Shaman ,Gardaland,Europe,Italy
59QA22,Shambhala ,PortAventura Park,Europe,Spain
77UK69,SheiKra,Busch Gardens Tampa Bay,North America,United States
79CC74,Shivering Timbers,Michigan's Adventure,North America,United States
52BU56,Shock Wave ,Brean Leisure Park,Europe,United Kingdom
95PJ26,Shock Wave ,Six Flags Over Texas,North America,United States
90OE59,Shockwave ,Drayton Manor Theme Park,Europe,United Kingdom
28FP16,Shockwave ,Kings Dominion,North America,United States
62XD13,Shockwave ,Six Flags Great America,North America,United States
42VG62,Shuttle Loop,Nagashima Spa Land,Asia,Japan
96BT73,Shuttle Loop ,Nagashima Spa Land,Asia,Japan
19NZ78,Sidewinder ,Elitch Gardens,North America,United States
78MT73,Sidewinder ,Hersheypark,North America,United States
52ZO24,Sierra Sidewinder,Knott's Berry Farm,North America,United States
72HQ95,Sierra Tonante,Mirabilandia,Europe,Italy
52EN10,Silver Bullet ,Frontier City,North America,United States
13IA38,Silver Bullet ,Knott's Berry Farm,North America,United States
95OR88,Silver Comet ,Fantasy Island,Europe,United Kingdom
72KG56,Silver Star ,Europa-Park,Europe,Germany
62RS35,Silver Streak ,Canada's Wonderland,North America,Canada
42HR12,Skull Mountain,Six Flags Great Adventure,North America,United States
85BN71,Sky Rocket,Kennywood Park,North America,United States
16HH28,Sky Scrapper,World Joyland,Asia,China
25HD21,Sky Screamer ,Six Flags AstroWorld,North America,United States
28ZZ47,Skyliner ,Lakemont Park,North America,United States
19PC16,Skyrush,Hersheypark,North America,United States
89PE12,Skytrak,Granada Studios Tour,Europe,United Kingdom
98AF87,Slinky Dog Dash,Disney's Hollywood Studios,North America,United States
76WC60,Smoky Mountain Alpine Coaster,Smoky Mountain Apline Coaster,North America,United States
50JM49,Soak'd,"Hard Rock Park, Mytle Beach",North America,United States
63ST37,Soarin' Eagle,Luna Park,North America,United States
30SH62,Son of Beast,Kings Island,North America,United States
62EZ74,SooperDooperLooper,Hersheypark,North America,United States
60KH32,Space Fantasy - The Ride,Universal Studios Japan,Asia,Japan
54IT72,Space Mountain ,Disneyland,North America,United States
83LB42,Space Mountain ,Magic Kingdom,North America,United States
24OW86,Space Mountain ,Tokyo Disneyland,Asia,Japan
41IQ83,Space Mountain: De la Terre Ã  la Lune,Disneyland Park (Paris),Europe,France
30OT49,Space Mountain: Mission 2,Disneyland Park (Paris),Europe,France
25DN51,Space Shuttle ,Enchanted Kingdom,Asia,Philippines
94LM72,Speed - The Ride,Sahara Hotel & Casino,North America,United States
25FV89,Speed Monster,TusenFryd,Europe,Norway
77KE14,Speed of Sound ,Walibi Holland,Europe,Netherlands
68MO91,Speed: No Limits,Oakwood Theme Park,Europe,United Kingdom
91QQ15,Spider ,Lagoon,North America,United States
72CZ54,Spinball Whizzer,Alton Towers,Europe,United Kingdom
39BW16,Spinning Dragons,Worlds of Fun,North America,United States
66FY51,SpongeBob SquarePants Rock Bottom Plunge,Nickelodeon Universe,North America,United States
98HU73,Sprocket Rockets,Six Flags Great America,North America,United States
78VY20,Stampida,PortAventura Park,Europe,Spain
88NT12,Star Flyer ,"Barangay 1, Pasay, Philippines",Asia,Phiippines
81SF44,Star Jet,Casino Pier,North America,United States
59MR96,Star Trek: Operation Enterprise,Movie Park Germany,Europe,Germany
49DZ36,Star Wars Hyperspace Mountain,Disneyland Park (Paris),Europe,France
56RF87,Stealth ,Thorpe Park,Europe,United Kingdom
95JV90,Steamin' Demon,Great Escape,North America,United States
24LL94,Steel Curtain ,Kennywood,North America,United States
46AP54,Steel Dragon ,Waldameer Park,North America,United States
57GQ26,Steel Dragon 2000,Nagashima Spa Land,Asia,Japan
77LM15,Steel Eel,SeaWorld San Antonio,North America,United States
31CU23,Steel First,Fantasilandia,South America,Chile
75QD85,Steel Force,Dorney Park & Wildwater Kingdom,North America,United States
68CZ61,Steel Hawg,Indiana Beach,North America,United States
18XU63,Steel Lasso,Frontier City,North America,United States
49LX31,Steel Phantom,Kennywood,North America,United States
80BQ63,Steel Taipan,Dreamworld,Oceania,Australia
46ZT46,Steel Vengeance,Cedar Point,North America,United States
55TS83,Steel Venom ,Valleyfair,North America,United States
61TI50,Steeplechase ,Blackpool Pleasure Beach,Europe,United Kingdom
87KP58,Stinger ,Dorney Park & Wildwater Kingdom,North America,United States
15IU34,Storm Chaser ,Kentucky Kingdom,North America,United States
75WP53,Storm Chaser ,Paultons Park,Europe,United Kingdom
60AI81,Storm Coaster,Sea World (Australia),Oceania,Australia
91QB46,Storm Runner,Hersheypark,North America,United States
59SR63,Streamliner Coaster,Six Flags Fiesta Texas,North America,United States
61BK68,Stunt Pilot ,Silverwood Theme Park,North America,United States
74AZ32,Super Grover's Box Car Derby,Sesame Place,North America,United States
97DL16,Super Manège,La Ronde,North America,Canada
16HF32,Superman - Ride of Steel,Six Flags America,North America,United States
58PC46,Superman - Ride of Steel,Six Flags New England,North America,United States
44ND62,Superman El Ãšltimo Escape,Six Flags Mexico,North America,Mexico
17PO82,Superman Escape,Warner Bros. Movie World,Oceania,Australia
66FN26,Superman The Ride,Six Flags New England,North America,United States
14TV89,Superman: Escape from Krypton,Six Flags Magic Mountain,North America,United States
82WX48,Superman: Krypton Coaster,Six Flags Fiesta Texas,North America,United States
33LQ36,Superman: Krypton Coaster ,Six Flags Mexico,North America,Mexico
17XN79,Superman: La Atracción de Acero,Parque Warner Madrid,Europe,Spain
56NM65,Superman: Ultimate Flight,Six Flags Great America,North America,United States
68QJ44,Superman: Ultimate Flight,Six Flags Over Georgia,North America,United States
66RQ62,Superman: Ultimate Flight ,Six Flags Discovery Kingdom,North America,United States
67DX67,Surfrider,Wet'n'Wild Gold Coast,Oceania,Australia
31EI97,Svalbard Ekspressen,Kongeparken,Europe,Norway
59EK15,Swamp Fox ,Family Kingdom Amusement Park,North America,United States
79SU69,Swamp Thing ,Wild Adventures,North America,United States
75BO62,Swiss Bob,Efteling,Europe,Netherlands
10KG20,Switchback Railway,Coney Island,North America,United States
93VV20,Switchback Railway ,Euclid Beach Park,North America,United States
46QM30,T Express,Everland,Asia,South Korea
14MC26,T2 ,Kentucky Kingdom,North America,United States
55HQ12,T3 ,Kentucky Kingdom,North America,United States
81HP40,Taiga ,Linnanmäki,Europe,Finland
79GL87,Takabisha,Fuji-Q Highland,Asia,Japan
33WM29,Talon ,Dorney Park & Wildwater Kingdom,North America,United States
57CY60,Tantrum ,Six Flags Darien Lake,North America,United States
76ZK68,Taron ,Phantasialand,Europe,Germany
72DK60,Tatsu,Six Flags Magic Mountain,North America,United States
46EV74,Tempesto,Busch Gardens Williamsburg,North America,United States
61EL80,Tennessee Tornado,Dollywood,North America,United States
14GC19,Test Track,Epcot,North America,United States
27NX56,Teststrecke,Heide Park,Europe,Germany
14VZ76,Texas Cyclone,Six Flags AstroWorld,North America,United States
50IP23,Texas Giant,Six Flags Over Texas,North America,United States
48XV14,Texas Stingray,SeaWorld San Antonio,North America,United States
20LH72,Texas Tornado ,Wonderland Park (Texas),North America,United States
49SZ99,The Barnstormer,Magic Kingdom,North America,United States
96NX32,The Bat ,Canada's Wonderland,North America,Canada
59XO77,The Bat ,Kings Island,North America,United States
57IX27,The Beast ,Kings Island,North America,United States
83GJ54,The Beastie ,Kings Island,North America,United States
12EK46,The Beastie ,Wonderland Sydney,Europe,United Kingdom
68ID36,The Big One ,Blackpool Pleasure Beach,Europe,United Kingdom
52JA97,The Bobs ,Riverview Park,North America,United States
51BO29,The Boss ,Six Flags St. Louis,North America,United States
78OG11,The Bush Beast,Wonderland Sydney,Oceania,Australia
83NH85,The Comet ,Great Escape,North America,United States
35HQ32,The Cú Chulainn Coaster,Tayto Park,Europe,Ireland
40FG93,The Dark Knight Coaster,Six Flags Great Adventure,North America,United States
94WK25,The Dark Knight Coaster,Six Flags Great America,North America,United States
32BD24,The Flash: Vertical Velocity,Six Flags Discovery Kingdom,North America,United States
41EU20,The Flying Cobras,Carowinds,North America,United States
10LW73,The Flying Dinosaur,Universal Studios Japan,Asia,Japan
23FS32,The Gauntlet ,Magic Springs and Crystal Falls,North America,United States
93MF36,The Gold Coaster,La Ronde,North America,Canada
50PJ23,The Gold Coaster,La Ronde,North America,Canada
46SU22,The Great Nor'easter,Morey's Piers,North America,United States
32HB15,The Great Pumpkin Coaster,Kings Island,North America,United States
36RH36,The Great Scenic Railway,Luna Park Melbourne,Oceania,Australia
91HE43,The Great White ,Morey's Piers,North America,United States
71GF84,The Great White ,SeaWorld San Antonio,North America,United States
72LN43,The Grizzly,California's Great America,North America,United States
27LZ27,The Howler,Holiday World & Splashin' Safari,North America,United States
64BR58,The Incredible Hulk Coaster,Universal's Islands of Adventure,North America,United States
68JD40,The Jester ,Six Flags New England,North America,United States
29MQ87,The Joker ,Six Flags Discovery Kingdom,North America,United States
17JS65,The Joker ,Six Flags Great Adventure,North America,United States
98PX59,The Joker ,Six Flags Great America,North America,United States
92LT98,The Joker ,Six Flags Mexico,North America,Mexico
65AY91,The Joker ,Six Flags New England,North America,United States
11II35,The Joker ,Six Flags Over Texas,North America,United States
18IR34,The Joker Funhouse Coaster,Six Flags Over Georgia,North America,United States
95SN96,The Joker's Jinx,Six Flags America,North America,United States
37CA72,The Joker's Revenge,Six Flags Fiesta Texas,North America,United States
18BS39,The Legend ,Holiday World & Splashin' Safari,North America,United States
41UH72,The Mind Eraser ,Geauga Lake,North America,United States
79FD45,The Monster ,Adventureland (Iowa),North America,United States
48RV67,The Monster ,Walygator Parc,Europe,France
38ZV30,The New Revolution ,Six Flags Magic Mountain,North America,United States
10MS51,The Oath of KÃ¤rnan,Hansa-Park,Europe,Germany
11UL36,The Racer ,Kings Island,North America,United States
47OD90,The Rattler ,Six Flags Fiesta Texas,North America,United States
49EO82,The Raven ,Holiday World & Splashin' Safari,North America,United States
28UU33,The Riddler Mindbender,Six Flags Over Georgia,North America,United States
96BF16,The Riddler's Revenge,Six Flags Magic Mountain,North America,United States
26PX77,The Ride to Happiness,Plopsaland De Panne,Europe,Belgium
19BA17,The Smiler,Alton Towers,Europe,United Kingdom
39BA95,The Swarm ,Thorpe Park,Europe,United Kingdom
42KM12,The Thriller ,Euclid Beach Park,North America,United States
45FK35,The Ultimate ,Lightwater Valley,Europe,United Kingdom
58ZE82,The Underground ,Adventureland (Iowa),North America,United States
81AM94,The Voyage ,Holiday World & Splashin' Safari,North America,United States
67AI58,The Walking Dead: The Ride,Thorpe Park Resort,Europe,United Kingdom
78YS42,The Wild One ,Six Flags America,North America,United States
86EX44,Thirteen ,Alton Towers,Europe,United Kingdom
91MB49,Thrillseeker ,Sea World,North America,United States
12VI60,Thunder Dolphin,Tokyo Dome City Attractions,Asia,Japan
57DH94,Thunder Looper,Alton Towers,Europe,United Kingdom
57TG74,Thunder Road ,Carowinds,North America,United States
46PV14,Thunder Run ,Kentucky Kingdom,North America,United States
37XN94,Thunder Run ,Kentucky Kingdom,North America,United States
85ZS98,Thunderation,Silver Dollar City,North America,United States
51YX76,Thunderbird ,Holiday World & Splashin' Safari,North America,United States
65VJ14,Thunderbird ,PowerPark,Europe,Finland
22NV50,Thunderbolt ,Celebration City,North America,United States
92AU26,Thunderbolt ,Coney Island,North America,United States
28TN32,Thunderbolt ,Dreamworld,Oceania,Australia
11VL47,Thunderbolt ,Kennywood,North America,United States
93UU42,Thunderbolt ,Luna Park,North America,United States
56QC12,Thunderbolt ,Savin Rock,North America,United States
97US18,Thunderbolt ,Six Flags New England,North America,United States
32KY99,Thunderbolt Express,Luna Park,Oceania,Australia
42XJ77,Thundercoaster ,TusenFryd,Europe,Norway
87EK71,Thunderhawk ,Dorney Park & Wildwater Kingdom,North America,United States
16SP54,Thunderhawk ,Michigan's Adventure,North America,United States
41QV17,Thunderhead ,Dollywood,North America,United States
55RY18,Tiger Express ,Adventureland (Iowa),North America,United States
38YE85,Tigre de SibÃ©rie,Le Pal,Europe,France
50ZU67,Tigris ,Busch Gardens Tampa,North America,United States
38QK55,Tig'rr Coaster,Indiana Beach,North America,United States
44ID74,Tiki-Waka ,Walibi Belgium,Europe,Belgium
86IG25,Timber Drop,Fraispertuis City,Europe,France
92QJ47,Timber Terror,Silverwood Theme Park,North America,United States
16SC82,Timber Wolf ,Worlds of Fun,North America,United States
15ZG97,Timberline Twister,Knott's Berry Farm,North America,United States
33ZP30,Time Traveler ,Silver Dollar City,North America,United States
31VY59,Time Warp ,Canada's Wonderland,North America,Canada
51FQ21,Titan ,Six Flags Over Texas,North America,United States
62UM72,Titan ,Space World,Asia,Japan
20NY98,TMNT Shellraiser,Nickelodeon Universe,North America,United States
24DX31,Toboggan ,Conneaut Lake Park,North America,United States
92UG19,Toboggan ,Hersheypark,North America,United States
63DK98,Toboggan ,Lakemont Park,North America,United States
33DG99,Tom & Jerry ,Parque Warner Madrid,Europe,Spain
56PV87,Tonnerre de Zeus,Parc Astérix,Europe,France
41UK74,Top Gun ,Kings Island,North America,United States
16MU95,Top Thrill Dragster,Cedar Point,North America,United States
73RS26,Tornado ,Adventureland (Iowa),North America,United States
80JO55,Tornado ,Coney Island,North America,United States
92IV57,Tornado ,Parque de Atracciones de Madrid,Europe,Spain
76TO77,Tornado ,Wedgewood Village Amusement Park,North America,United States
26UG54,Tower of Terror II,Dreamworld,Oceania,Australia
11KZ72,Trailblazer ,Hersheypark,North America,United States
38RV11,Tranan,Skara Sommarland,Europe,Sweden
60GW22,Tremors ,Silverwood Theme Park,North America,United States
30XK15,Triops ,Mirabilandia,Europe,Italy
10XW99,Tron Lightcycle Power Run,Magic Kingdom,North America,United States
31GU60,Tron Lightcycle Power Run,Shanghai Disneyland,Asia,China
